ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary;PossibleExternal
TypestateError;com.RNFetchBlob.RNFetchBlobFS;void hash(java.lang.String,java.lang.String,com.facebook.react.bridge.Promise);violating CrySL rule for java.security.MessageDigest (on Object #f9d189b1ef7a2e9b76de4fa91cda5b8b1742aae29ea623b8c637e17c677e9b8a);Unexpected call to method <java.security.MessageDigest: byte[] digest()> on object of type java.security.MessageDigest. Expect a call to one of the following methods java.security.MessageDigest: void update(byte[],int,int),java.security.MessageDigest: void update(java.nio.ByteBuffer),java.security.MessageDigest: byte[] digest(byte[]),java.security.MessageDigest: void update(byte[]),java.security.MessageDigest: void update(byte);$r9 = virtualinvoke $r7.<java.security.MessageDigest: byte[] digest()>();false;false
RequiredPredicateError;com.RNFetchBlob.RNFetchBlobReq;okhttp3.OkHttpClient$Builder enableTls12OnPreLollipop(okhttp3.OkHttpClient$Builder);violating CrySL rule for javax.net.ssl.TrustManagerFactory ;First parameter was not properly generated as generated Key Store;virtualinvoke $r3.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer7148);false;false
RequiredPredicateError;com.RNFetchBlob.RNFetchBlobReq;okhttp3.OkHttpClient$Builder enableTls12OnPreLollipop(okhttp3.OkHttpClient$Builder);violating CrySL rule for javax.net.ssl.SSLContext ;Second parameter was not properly generated as generated Trust Managers;virtualinvoke $r7.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer7149, $r4, varReplacer7149);false;false
ConstraintError;com.RNFetchBlob.RNFetchBlobReq;okhttp3.OkHttpClient$Builder enableTls12OnPreLollipop(okhttp3.OkHttpClient$Builder);violating CrySL rule for javax.net.ssl.SSLContext (on Object #28bc907ec4fdd02447be2e2af3a8ec16568a06603331a356044593ab4405f62d);First parameter (with value "SSL") should be any of {TLSv1.2, TLSv1.3};$r7 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer7144);false;false
RequiredPredicateError;com.RNFetchBlob.RNFetchBlobReq;okhttp3.OkHttpClient$Builder enableTls12OnPreLollipop(okhttp3.OkHttpClient$Builder);violating CrySL rule for javax.net.ssl.SSLContext ;Third parameter was not properly generated as randomized;virtualinvoke $r7.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer7149, $r4, varReplacer7149);false;false
RequiredPredicateError;com.RNFetchBlob.RNFetchBlobReq;okhttp3.OkHttpClient$Builder enableTls12OnPreLollipop(okhttp3.OkHttpClient$Builder);violating CrySL rule for javax.net.ssl.SSLContext ;First parameter was not properly generated as generated Key Managers;virtualinvoke $r7.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer7149, $r4, varReplacer7149);false;false
RequiredPredicateError;com.RNFetchBlob.RNFetchBlobUtils;okhttp3.OkHttpClient$Builder newOkHttpClientBuilder(okhttp3.OkHttpClient);violating CrySL rule for javax.net.ssl.SSLContext ;Third parameter was not properly generated as randomized;virtualinvoke $r5.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer7159, $r14, $r1);false;false
RequiredPredicateError;com.RNFetchBlob.RNFetchBlobUtils;okhttp3.OkHttpClient$Builder newOkHttpClientBuilder(okhttp3.OkHttpClient);violating CrySL rule for javax.net.ssl.SSLContext ;First parameter was not properly generated as generated Key Managers;virtualinvoke $r5.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer7159, $r14, $r1);false;false
ConstraintError;com.RNFetchBlob.RNFetchBlobUtils;okhttp3.OkHttpClient$Builder newOkHttpClientBuilder(okhttp3.OkHttpClient);violating CrySL rule for javax.net.ssl.SSLContext (on Object #558b15f8f0ee50a696805065401e593f78fd7a743e08d28c8976d789f534142f);First parameter (with value "TLS") should be any of {TLSv1.2, TLSv1.3};$r5 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer7158);false;false
RequiredPredicateError;com.RNFetchBlob.RNFetchBlobUtils;okhttp3.OkHttpClient$Builder newOkHttpClientBuilder(okhttp3.OkHttpClient);violating CrySL rule for javax.net.ssl.SSLContext ;Second parameter was not properly generated as generated Trust Managers;virtualinvoke $r5.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer7159, $r14, $r1);false;false
ConstraintError;com.RNFetchBlob.RNFetchBlobUtils;okhttp3.OkHttpClient$Builder getUnsafeOkHttpClient(okhttp3.OkHttpClient);violating CrySL rule for javax.net.ssl.SSLContext (on Object #9ed58d3822c4fa628d8e4a1048a0e7699b4ba9c4972a7f5ba6f9d1fbc88a3f1a);First parameter (with value "SSL") should be any of {TLSv1.2, TLSv1.3};$r4 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer7160);false;false
RequiredPredicateError;com.RNFetchBlob.RNFetchBlobUtils;okhttp3.OkHttpClient$Builder getUnsafeOkHttpClient(okhttp3.OkHttpClient);violating CrySL rule for javax.net.ssl.SSLContext ;Second parameter was not properly generated as generated Trust Managers;virtualinvoke $r4.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer7161, $r13, $r0);false;false
