ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary;PossibleExternal
ForbiddenMethodError;io.grpc.okhttp.internal.Platform;io.grpc.okhttp.internal.Platform findPlatform();violating CrySL rule for javax.net.ssl.SSLContext ;Detected call to forbidden method javax.net.ssl.SSLContext getDefault() of class javax.net.ssl.SSLContext. Instead, call method <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String,java.security.Provider)>, <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>, <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String,java.lang.String)>.;$r18 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getDefault()>();false;false
ConstraintError;org.tron.common.crypto.SymmEncoder;byte[] AesEcbDecode(byte[],javax.crypto.SecretKey);violating CrySL rule for javax.crypto.Cipher (on Object #2c1807c294dc11098dba231efb38a73e12865a15c2233c5c3fd3b83c87cd4671);First parameter (with value "AES/ECB/NoPadding") should be any of AES/{CBC, GCM, PCBC, CTR, CTS, CFB, OFB};$r2 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer163);false;false
RequiredPredicateError;org.tron.common.crypto.SymmEncoder;byte[] AesEcbDecode(byte[],javax.crypto.SecretKey);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r2.<javax.crypto.Cipher: void init(int,java.security.Key)>(varReplacer161, $r0);false;false
TypestateError;org.tron.common.crypto.SymmEncoder;byte[] AesEcbDecode(byte[],javax.crypto.SecretKey);violating CrySL rule for javax.crypto.Cipher (on Object #2c1807c294dc11098dba231efb38a73e12865a15c2233c5c3fd3b83c87cd4671);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r1 = virtualinvoke $r2.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);false;false
RequiredPredicateError;org.tron.common.crypto.SymmEncoder;byte[] AesEcbEncode(byte[],javax.crypto.SecretKey);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r2.<javax.crypto.Cipher: void init(int,java.security.Key)>(varReplacer47581, $r0);false;false
TypestateError;org.tron.common.crypto.SymmEncoder;byte[] AesEcbEncode(byte[],javax.crypto.SecretKey);violating CrySL rule for javax.crypto.Cipher (on Object #8290d98f370f702f62ad2e5ad8a20536e01144cb551f54c49f87e054fa56b3d4);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r1 = virtualinvoke $r2.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);false;false
ConstraintError;org.tron.common.crypto.SymmEncoder;byte[] AesEcbEncode(byte[],javax.crypto.SecretKey);violating CrySL rule for javax.crypto.Cipher (on Object #8290d98f370f702f62ad2e5ad8a20536e01144cb551f54c49f87e054fa56b3d4);First parameter (with value "AES/ECB/NoPadding") should be any of AES/{CBC, GCM, PCBC, CTR, CTS, CFB, OFB};$r2 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer47580);false;false
RequiredPredicateError;org.tron.common.crypto.SymmEncoder;javax.crypto.SecretKey restoreSecretKey(byte[],java.lang.String);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r2.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r0, $r1);false;false
RequiredPredicateError;com.eletac.tronwallet.bip39.BIP39;java.lang.String encode(byte[],java.lang.String);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r3.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r5, varReplacer383);false;false
ConstraintError;com.eletac.tronwallet.bip39.BIP39;java.lang.String encode(byte[],java.lang.String);violating CrySL rule for javax.crypto.spec.SecretKeySpec (on Object #39e6887582b0984491c59259fb084de8fb366e827a38387999393f7ba611948f);Second parameter (with value "Blowfish") should be any of {AES, HmacSHA256, HmacSHA384, HmacSHA512};specialinvoke $r3.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r5, varReplacer383);false;false
