ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary
RequiredPredicateError;v3.c;byte[] a(byte[],byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r3.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],int,int,java.lang.String)>($r1, varReplacer8432, $i0, varReplacer8433);false
RequiredPredicateError;v3.c;byte[] a(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher ;Third parameter was not properly generated as prepared G C M;virtualinvoke $r2.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer8434, $r3, $r4);false
RequiredPredicateError;v3.c;byte[] a(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r2.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer8434, $r3, $r4);false
TypestateError;v3.c;byte[] a(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #b1e6a331fc94262bff7703af1f2c576bd32364e50b7e5be43e46ca304694d0e2);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r0 = virtualinvoke $r2.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r0);false
RequiredPredicateError;v3.c;byte[] a(byte[],byte[]);violating CrySL rule for javax.crypto.spec.GCMParameterSpec ;Second parameter was not properly generated as randomized;specialinvoke $r4.<javax.crypto.spec.GCMParameterSpec: void <init>(int,byte[])>(varReplacer8423, $r1);false
RequiredPredicateError;v3.c;byte[] c(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r3.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer9942, $r0, $r4);false
RequiredPredicateError;v3.c;byte[] c(byte[],byte[]);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r0.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],int,int,java.lang.String)>($r2, varReplacer9943, $i0, varReplacer9944);false
RequiredPredicateError;v3.c;byte[] c(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher ;Third parameter was not properly generated as prepared G C M;virtualinvoke $r3.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer9942, $r0, $r4);false
RequiredPredicateError;v3.c;byte[] c(byte[],byte[]);violating CrySL rule for javax.crypto.spec.GCMParameterSpec ;Second parameter was not properly generated as randomized;specialinvoke $r4.<javax.crypto.spec.GCMParameterSpec: void <init>(int,byte[])>(varReplacer9945, $r2);false
TypestateError;v3.c;byte[] c(byte[],byte[]);violating CrySL rule for javax.crypto.Cipher (on Object #3c8eef9cabdd0eac145424a519167370114fbb75ce307f8bb24a1f4dee11b929);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r1 = virtualinvoke $r3.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1);false
