ErrorType;Class;Method;ViolatedRule;Object;Statement
ConstraintError;com.oblador.keychain.cipherStorage.CipherStorageBase;java.security.KeyStore getKeyStoreAndLoad();violating CrySL rule for java.security.KeyStore (on Object #80885ba6f3f317119b039e3332cbfdf3e257fa9b459b5aad4a180c06f575bbea);First parameter (with value "AndroidKeyStore") should be any of {JCEKS, JKS, DKS, PKCS11, PKCS12};$r1 = staticinvoke <java.security.KeyStore: java.security.KeyStore getInstance(java.lang.String)>(varReplacer9041)
TypestateError;com.oblador.keychain.cipherStorage.CipherStorageBase;java.lang.String decryptBytes(java.security.Key,byte[],com.oblador.keychain.cipherStorage.CipherStorageBase$DecryptBytesHandler);violating CrySL rule for javax.crypto.CipherInputStream (on Object #45e5c60a25699ecfdcb093c5eba588dfa2b20cc18c73826ac692fd006b138306);Unexpected call to method close on object of type javax.crypto.CipherInputStream. Expect a call to one of the following methods read;virtualinvoke $r7.<javax.crypto.CipherInputStream: void close()>()
RequiredPredicateError;com.oblador.keychain.cipherStorage.CipherStorageBase;java.lang.String decryptBytes(java.security.Key,byte[],com.oblador.keychain.cipherStorage.CipherStorageBase$DecryptBytesHandler);violating CrySL rule for javax.crypto.CipherInputStream ;Second parameter was not properly generated as generated Cipher;specialinvoke $r7.<javax.crypto.CipherInputStream: void <init>(java.io.InputStream,javax.crypto.Cipher)>($r1, $r5)
ConstraintError;com.facebook.common.util.SecureHashUtil;java.lang.String makeSHA1HashBase64(byte[]);violating CrySL rule for java.security.MessageDigest (on Object #c25a1689166bc1e1d49d142a236226520cac2b244513952d60583d412b5a9d45);First parameter (with value "SHA-1") should be any of {SHA-256, SHA-384, SHA-512};$r1 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer16792)
TypestateError;com.facebook.soloader.SoLoader$1;java.lang.String getLibHash(java.lang.String);violating CrySL rule for java.security.MessageDigest (on Object #72656c3afabccf4403f4e832b90d1ec21efbee603558d9a62ff549da8ccdf1c6);Unexpected call to method <java.security.MessageDigest: byte[] digest()> on object of type java.security.MessageDigest. Expect a call to one of the following methods java.security.MessageDigest: void update(byte[],int,int),java.security.MessageDigest: void update(java.nio.ByteBuffer),java.security.MessageDigest: byte[] digest(byte[]),java.security.MessageDigest: void update(byte),java.security.MessageDigest: void update(byte[]);$r7 = virtualinvoke $r5.<java.security.MessageDigest: byte[] digest()>()
ConstraintError;com.facebook.soloader.SoLoader$1;java.lang.String getLibHash(java.lang.String);violating CrySL rule for java.security.MessageDigest (on Object #72656c3afabccf4403f4e832b90d1ec21efbee603558d9a62ff549da8ccdf1c6);First parameter (with value "MD5") should be any of {SHA-256, SHA-384, SHA-512};$r5 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer17518)
IncompleteOperationError;com.facebook.crypto.streams.NativeMacLayeredInputStream;void ensureMacValid();violating CrySL rule for javax.crypto.CipherInputStream (on Object #45e5c60a25699ecfdcb093c5eba588dfa2b20cc18c73826ac692fd006b138306);Operation on object of type javax.crypto.CipherInputStream object not completed. Expected call to read, close;$z0 = specialinvoke r0.<com.facebook.crypto.streams.NativeMacLayeredInputStream: boolean constantTimeEquals(byte[],byte[])>($r4, $r2)
ConstraintError;androidx.biometric.CryptoObjectUtils;androidx.biometric.BiometricPrompt$CryptoObject createFakeCryptoObject();violating CrySL rule for java.security.KeyStore (on Object #6443e5c9597b513fd594a6d1c6a571f0e996e1a88b268c79b9eedbb4cddaf4a6);First parameter (with value "AndroidKeyStore") should be any of {JCEKS, JKS, DKS, PKCS11, PKCS12};$r0 = staticinvoke <java.security.KeyStore: java.security.KeyStore getInstance(java.lang.String)>(varReplacer27480)
RequiredPredicateError;androidx.biometric.CryptoObjectUtils;androidx.biometric.BiometricPrompt$CryptoObject createFakeCryptoObject();violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r6.<javax.crypto.Cipher: void init(int,java.security.Key)>(varReplacer27482, $r5)
ConstraintError;androidx.biometric.CryptoObjectUtils;androidx.biometric.BiometricPrompt$CryptoObject createFakeCryptoObject();violating CrySL rule for javax.crypto.Cipher (on Object #38e557f680e73a35120cafecc29ca60618236f359728ad85be3a7d1aea299559);First parameter (with value "AES/CBC/PKCS7Padding") should be any of AES/CBC/{PKCS5Padding, ISO10126Padding};$r6 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer27487)
