Message,Description,RuleNumber,RuleDesc,CWEId,Severity,ClassName,MethodName
"Found: ""Blowfish""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,com.hierynomus.sshj.transport.cipher.BlockCiphers,BlowfishCBC
"Found: ""AES""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,com.hierynomus.sshj.transport.cipher.GcmCiphers,AES256GCM
"Found: ""AES""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,com.hierynomus.sshj.transport.cipher.BlockCiphers,AES192CTR
"Found: ""AES""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,com.hierynomus.sshj.transport.cipher.BlockCiphers,AES256CTR
"Found: ""DESede""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,com.hierynomus.sshj.transport.cipher.BlockCiphers,TripleDESCTR
"Found: ""AES""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,com.hierynomus.sshj.transport.cipher.BlockCiphers,AES128CTR
"Found: ""DESede/CBC/NoPadding""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,net.schmizz.sshj.transport.cipher.TripleDESCBC,init
"Found: ""IDEA""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,com.hierynomus.sshj.transport.cipher.BlockCiphers,IDEACBC
"Found: ""RC4""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,com.hierynomus.sshj.transport.cipher.StreamCiphers,Arcfour128
"Found: ""AES""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,com.hierynomus.sshj.transport.cipher.BlockCiphers,AES128CBC
"Found: ""AES""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,com.hierynomus.sshj.transport.cipher.GcmCiphers,AES128GCM
"Found: ""RC4""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,com.hierynomus.sshj.transport.cipher.StreamCiphers,Arcfour256
"Found: ""AES""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,com.hierynomus.sshj.transport.cipher.BlockCiphers,AES256CBC
"Found: ""DESede""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,com.hierynomus.sshj.transport.cipher.BlockCiphers,TripleDESCBC
"Found: ""Blowfish/CBC/NoPadding""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,net.schmizz.sshj.transport.cipher.BlowfishCBC,init
"Found: ""AES""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,com.hierynomus.sshj.transport.cipher.BlockCiphers,AES192CBC
