Message,Description,RuleNumber,RuleDesc,CWEId,Severity,ClassName,MethodName
"Found: ""DESede/CBC/NoPadding""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,network.ubic.ubic.BitiMRTD.Tools.Crypto,encrypt3DES
"Found: ""DESede/CBC/NoPadding""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,network.ubic.ubic.BitiMRTD.Tools.Crypto,decrypt3DES
"Found: ""DES/CBC/NoPadding""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,network.ubic.ubic.BitiMRTD.Tools.Crypto,encryptUsingDES
"Found: ""DES/CBC/NoPadding""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,network.ubic.ubic.BitiMRTD.Tools.Crypto,decryptUsingDES
Found: Untrused PRNG (java.util.Random),Used untrusted PRNG,13,Used untrusted PRNG,338,1,org.spongycastle.math.ec.ECCurve$AbstractF2m,solveQuadraticEquation
Found: Untrused PRNG (java.util.Random),Used untrusted PRNG,13,Used untrusted PRNG,338,1,org.spongycastle.math.raw.Mod,random
Found: Untrused PRNG (java.util.Random),Used untrusted PRNG,13,Used untrusted PRNG,338,1,org.spongycastle.pqc.math.linearalgebra.GF2nONBField,elementOfOrder
Found: Untrused PRNG (java.util.Random),Used untrusted PRNG,13,Used untrusted PRNG,338,1,org.spongycastle.asn1.ua.DSTU4145PointEncoder,solveQuadraticEquation
Found: Untrused PRNG (java.util.Random),Used untrusted PRNG,13,Used untrusted PRNG,338,1,org.spongycastle.math.ec.ECFieldElement$Fp,sqrt
Found: Untrused PRNG (java.util.Random),Used untrusted PRNG,13,Used untrusted PRNG,338,1,org.spongycastle.pqc.math.linearalgebra.GF2nPolynomialElement,solveQuadraticEquation
Found: Untrused PRNG (java.util.Random),Used untrusted PRNG,13,Used untrusted PRNG,338,1,org.spongycastle.pqc.math.linearalgebra.GF2Polynomial,clinit
"Found: ""SHA1""",Found broken hash functions,2,Found broken hash functions,759,1,org.spongycastle.cert.jcajce.JcaX509ExtensionUtils,init
"Found: ""SHA-1""",Found broken hash functions,2,Found broken hash functions,759,1,network.ubic.ubic.BitiMRTD.Tools.Crypto,sha1
"Found: ""0""",Found constant IV in code,10,Found constant IV in code,547,1,network.ubic.ubic.BitiMRTD.Tools.Crypto,init
"Found: ""0""",Found constant IV in code,10,Found constant IV in code,547,1,network.ubic.ubic.BitiMRTD.Tools.Crypto,init
"Found: ""0""",Found constant IV in code,10,Found constant IV in code,547,1,network.ubic.ubic.BitiMRTD.Tools.Crypto,init
